"No.","Time","Source","Destination","Protocol","Length","Info"
"192","26.448184229","123.34.139.79","45.33.32.156","TCP","58","51853  >  445 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"193","26.450491689","86.254.71.220","45.33.32.156","TCP","58","51854  >  113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"194","26.450533986","10.0.2.4","45.33.32.156","TCP","58","51854  >  113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"195","26.450679025","27.113.212.98","45.33.32.156","TCP","58","51854  >  113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"196","26.450709980","123.34.139.79","45.33.32.156","TCP","58","51854  >  113 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"197","26.450868259","86.254.71.220","45.33.32.156","TCP","58","51854  >  111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"198","26.451032156","10.0.2.4","45.33.32.156","TCP","58","51854  >  111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"199","26.451176232","27.113.212.98","45.33.32.156","TCP","58","51854  >  111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"200","26.451700432","123.34.139.79","45.33.32.156","TCP","58","51854  >  111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"201","26.451988288","86.254.71.220","45.33.32.156","TCP","58","51854  >  139 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"202","26.452024925","10.0.2.4","45.33.32.156","TCP","58","51854  >  139 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"203","26.452136340","27.113.212.98","45.33.32.156","TCP","58","51854  >  139 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"204","26.452168669","123.34.139.79","45.33.32.156","TCP","58","51854  >  139 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"205","26.452335907","86.254.71.220","45.33.32.156","TCP","58","51854  >  587 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"206","26.452363909","10.0.2.4","45.33.32.156","TCP","58","51854  >  587 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"207","26.452386169","27.113.212.98","45.33.32.156","TCP","58","51854  >  587 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"208","26.452493903","123.34.139.79","45.33.32.156","TCP","58","51854  >  587 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"209","26.452526284","86.254.71.220","45.33.32.156","TCP","58","51854  >  1723 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"210","26.452671194","10.0.2.4","45.33.32.156","TCP","58","51854  >  1723 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"211","26.452700273","27.113.212.98","45.33.32.156","TCP","58","51854  >  1723 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"212","26.452800950","123.34.139.79","45.33.32.156","TCP","58","51854  >  1723 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"213","26.452828946","86.254.71.220","45.33.32.156","TCP","58","51854  >  993 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"214","26.452933940","10.0.2.4","45.33.32.156","TCP","58","51854  >  993 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"215","26.452961292","27.113.212.98","45.33.32.156","TCP","58","51854  >  993 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"216","26.453067752","123.34.139.79","45.33.32.156","TCP","58","51854  >  993 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"217","26.453101395","86.254.71.220","45.33.32.156","TCP","58","51853  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"218","26.453206341","10.0.2.4","45.33.32.156","TCP","58","51853  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"219","26.453234206","27.113.212.98","45.33.32.156","TCP","58","51853  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"220","26.453413747","123.34.139.79","45.33.32.156","TCP","58","51853  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"221","26.453440527","86.254.71.220","45.33.32.156","TCP","58","51853  >  110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"222","26.453540750","10.0.2.4","45.33.32.156","TCP","58","51853  >  110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"223","26.453569434","27.113.212.98","45.33.32.156","TCP","58","51853  >  110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"224","26.453717904","123.34.139.79","45.33.32.156","TCP","58","51853  >  110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"225","26.453748288","86.254.71.220","45.33.32.156","TCP","58","51853  >  554 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"226","26.453768314","10.0.2.4","45.33.32.156","TCP","58","51853  >  554 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"227","26.453787809","27.113.212.98","45.33.32.156","TCP","58","51853  >  554 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"228","26.453808010","123.34.139.79","45.33.32.156","TCP","58","51853  >  554 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"229","26.453921893","86.254.71.220","45.33.32.156","TCP","58","51853  >  53 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"230","26.453946507","10.0.2.4","45.33.32.156","TCP","58","51853  >  53 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"231","26.454077936","27.113.212.98","45.33.32.156","TCP","58","51853  >  53 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"232","26.454105076","123.34.139.79","45.33.32.156","TCP","58","51853  >  53 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"233","26.454271566","86.254.71.220","45.33.32.156","TCP","58","51853  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"234","26.454298412","10.0.2.4","45.33.32.156","TCP","58","51853  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"235","26.454398377","27.113.212.98","45.33.32.156","TCP","58","51853  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"236","26.454423362","123.34.139.79","45.33.32.156","TCP","58","51853  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"237","26.454533154","86.254.71.220","45.33.32.156","TCP","58","51853  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"238","26.454682247","10.0.2.4","45.33.32.156","TCP","58","51853  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"239","26.454709328","27.113.212.98","45.33.32.156","TCP","58","51853  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"240","26.454811946","123.34.139.79","45.33.32.156","TCP","58","51853  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"241","26.454842522","86.254.71.220","45.33.32.156","TCP","58","51853  >  143 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"242","26.454952508","10.0.2.4","45.33.32.156","TCP","58","51853  >  143 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"243","26.454976124","27.113.212.98","45.33.32.156","TCP","58","51853  >  143 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"244","26.455076805","123.34.139.79","45.33.32.156","TCP","58","51853  >  143 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"245","26.455102352","86.254.71.220","45.33.32.156","TCP","58","51853  >  199 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"246","26.455210318","10.0.2.4","45.33.32.156","TCP","58","51853  >  199 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"247","26.455348459","27.113.212.98","45.33.32.156","TCP","58","51853  >  199 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"248","26.455376924","123.34.139.79","45.33.32.156","TCP","58","51853  >  199 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"249","26.455484426","86.254.71.220","45.33.32.156","TCP","58","51853  >  23 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"250","26.455511792","10.0.2.4","45.33.32.156","TCP","58","51853  >  23 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"251","26.455719251","27.113.212.98","45.33.32.156","TCP","58","51853  >  23 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"252","26.455747375","123.34.139.79","45.33.32.156","TCP","58","51853  >  23 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"253","26.455880817","86.254.71.220","45.33.32.156","TCP","58","51853  >  3389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"254","26.455909272","10.0.2.4","45.33.32.156","TCP","58","51853  >  3389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"255","26.456015973","27.113.212.98","45.33.32.156","TCP","58","51853  >  3389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"256","26.456042995","123.34.139.79","45.33.32.156","TCP","58","51853  >  3389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"257","26.456155436","86.254.71.220","45.33.32.156","TCP","58","51853  >  8000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"258","26.456182524","10.0.2.4","45.33.32.156","TCP","58","51853  >  8000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"259","26.456289634","27.113.212.98","45.33.32.156","TCP","58","51853  >  8000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"260","26.456444370","123.34.139.79","45.33.32.156","TCP","58","51853  >  8000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"261","26.456477585","86.254.71.220","45.33.32.156","TCP","58","51853  >  8008 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"262","26.456608897","10.0.2.4","45.33.32.156","TCP","58","51853  >  8008 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"263","26.456636424","27.113.212.98","45.33.32.156","TCP","58","51853  >  8008 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"264","26.456743226","123.34.139.79","45.33.32.156","TCP","58","51853  >  8008 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"265","26.456889909","86.254.71.220","45.33.32.156","TCP","58","51853  >  8443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"266","26.456919994","10.0.2.4","45.33.32.156","TCP","58","51853  >  8443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"267","26.457031816","27.113.212.98","45.33.32.156","TCP","58","51853  >  8443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"268","26.457200088","123.34.139.79","45.33.32.156","TCP","58","51853  >  8443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"269","26.457234846","86.254.71.220","45.33.32.156","TCP","58","51853  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"270","26.457344741","10.0.2.4","45.33.32.156","TCP","58","51853  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"271","26.457371707","27.113.212.98","45.33.32.156","TCP","58","51853  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"272","26.457488680","123.34.139.79","45.33.32.156","TCP","58","51853  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"273","26.457517325","86.254.71.220","45.33.32.156","TCP","58","51853  >  7070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"274","26.457628745","10.0.2.4","45.33.32.156","TCP","58","51853  >  7070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"275","26.457654764","27.113.212.98","45.33.32.156","TCP","58","51853  >  7070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"276","26.457765494","123.34.139.79","45.33.32.156","TCP","58","51853  >  7070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"277","26.457794721","86.254.71.220","45.33.32.156","TCP","58","51853  >  49156 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"278","26.457911331","10.0.2.4","45.33.32.156","TCP","58","51853  >  49156 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"279","26.457938187","27.113.212.98","45.33.32.156","TCP","58","51853  >  49156 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"280","26.458051516","123.34.139.79","45.33.32.156","TCP","58","51853  >  49156 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"281","26.458079440","86.254.71.220","45.33.32.156","TCP","58","51853  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"282","26.458209117","10.0.2.4","45.33.32.156","TCP","58","51853  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"283","26.458233763","27.113.212.98","45.33.32.156","TCP","58","51853  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"284","26.458253266","123.34.139.79","45.33.32.156","TCP","58","51853  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"285","26.458385613","86.254.71.220","45.33.32.156","TCP","58","51853  >  548 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"286","26.458410972","10.0.2.4","45.33.32.156","TCP","58","51853  >  548 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"287","26.458519886","27.113.212.98","45.33.32.156","TCP","58","51853  >  548 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"288","26.458544440","123.34.139.79","45.33.32.156","TCP","58","51853  >  548 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"289","26.458573961","86.254.71.220","45.33.32.156","TCP","58","51853  >  1028 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"290","26.458689765","10.0.2.4","45.33.32.156","TCP","58","51853  >  1028 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"291","26.458714243","27.113.212.98","45.33.32.156","TCP","58","51853  >  1028 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"292","26.458821750","123.34.139.79","45.33.32.156","TCP","58","51853  >  1028 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"293","26.458851149","86.254.71.220","45.33.32.156","TCP","58","51853  >  37 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"294","26.458965733","10.0.2.4","45.33.32.156","TCP","58","51853  >  37 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"295","26.458990372","27.113.212.98","45.33.32.156","TCP","58","51853  >  37 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"296","26.459096531","123.34.139.79","45.33.32.156","TCP","58","51853  >  37 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"297","26.910808994","86.254.71.220","45.33.32.156","TCP","58","51854  >  445 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"298","26.910860078","10.0.2.4","45.33.32.156","TCP","58","51854  >  445 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"299","26.910883834","27.113.212.98","45.33.32.156","TCP","58","51854  >  445 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"300","26.910910780","123.34.139.79","45.33.32.156","TCP","58","51854  >  445 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"301","26.913192006","86.254.71.220","45.33.32.156","TCP","58","51853  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"302","26.913240973","10.0.2.4","45.33.32.156","TCP","58","51853  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"303","26.913264722","27.113.212.98","45.33.32.156","TCP","58","51853  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"304","26.913291936","123.34.139.79","45.33.32.156","TCP","58","51853  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"305","26.915750747","86.254.71.220","45.33.32.156","TCP","58","51854  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"306","26.915801177","10.0.2.4","45.33.32.156","TCP","58","51854  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"307","26.915825011","27.113.212.98","45.33.32.156","TCP","58","51854  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"308","26.915851498","123.34.139.79","45.33.32.156","TCP","58","51854  >  8080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"309","26.916074795","86.254.71.220","45.33.32.156","TCP","58","51853  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"310","26.916105034","10.0.2.4","45.33.32.156","TCP","58","51853  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"311","26.916128498","27.113.212.98","45.33.32.156","TCP","58","51853  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"312","26.916154102","123.34.139.79","45.33.32.156","TCP","58","51853  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"313","26.916334626","86.254.71.220","45.33.32.156","TCP","58","51853  >  465 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"314","26.916483306","10.0.2.4","45.33.32.156","TCP","58","51853  >  465 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"315","26.916511648","27.113.212.98","45.33.32.156","TCP","58","51853  >  465 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"316","26.916535157","123.34.139.79","45.33.32.156","TCP","58","51853  >  465 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"317","26.916681074","86.254.71.220","45.33.32.156","TCP","58","51853  >  2001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"318","26.916740809","10.0.2.4","45.33.32.156","TCP","58","51853  >  2001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"319","26.916880213","27.113.212.98","45.33.32.156","TCP","58","51853  >  2001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"320","26.916908239","123.34.139.79","45.33.32.156","TCP","58","51853  >  2001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"321","26.916935593","86.254.71.220","45.33.32.156","TCP","58","51853  >  8081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"322","26.916961639","10.0.2.4","45.33.32.156","TCP","58","51853  >  8081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"323","26.917116095","27.113.212.98","45.33.32.156","TCP","58","51853  >  8081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"324","26.917144327","123.34.139.79","45.33.32.156","TCP","58","51853  >  8081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"325","26.917171862","86.254.71.220","45.33.32.156","TCP","58","51853  >  10000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"326","26.917197792","10.0.2.4","45.33.32.156","TCP","58","51853  >  10000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"327","26.917362241","27.113.212.98","45.33.32.156","TCP","58","51853  >  10000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"328","26.917404921","123.34.139.79","45.33.32.156","TCP","58","51853  >  10000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"329","26.922659159","86.254.71.220","45.33.32.156","TCP","58","51854  >  37 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"330","26.922707688","10.0.2.4","45.33.32.156","TCP","58","51854  >  37 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"331","26.922731567","27.113.212.98","45.33.32.156","TCP","58","51854  >  37 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"332","26.922758458","123.34.139.79","45.33.32.156","TCP","58","51854  >  37 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"333","26.922923862","86.254.71.220","45.33.32.156","TCP","58","51854  >  1028 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"334","26.922953136","10.0.2.4","45.33.32.156","TCP","58","51854  >  1028 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"335","26.922976557","27.113.212.98","45.33.32.156","TCP","58","51854  >  1028 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"336","26.923001648","123.34.139.79","45.33.32.156","TCP","58","51854  >  1028 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"337","26.923148648","86.254.71.220","45.33.32.156","TCP","58","51854  >  548 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"338","26.923177373","10.0.2.4","45.33.32.156","TCP","58","51854  >  548 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"339","26.923200744","27.113.212.98","45.33.32.156","TCP","58","51854  >  548 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"340","26.923410796","123.34.139.79","45.33.32.156","TCP","58","51854  >  548 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"341","26.923444225","86.254.71.220","45.33.32.156","TCP","58","51854  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"342","26.923468327","10.0.2.4","45.33.32.156","TCP","58","51854  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"343","26.923493744","27.113.212.98","45.33.32.156","TCP","58","51854  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"344","26.923733913","123.34.139.79","45.33.32.156","TCP","58","51854  >  5000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"345","26.923767379","86.254.71.220","45.33.32.156","TCP","58","51854  >  49156 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"346","26.923930046","10.0.2.4","45.33.32.156","TCP","58","51854  >  49156 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"347","26.923963680","27.113.212.98","45.33.32.156","TCP","58","51854  >  49156 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"348","26.924129127","123.34.139.79","45.33.32.156","TCP","58","51854  >  49156 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"349","26.924164404","86.254.71.220","45.33.32.156","TCP","58","51854  >  7070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"350","26.924364255","10.0.2.4","45.33.32.156","TCP","58","51854  >  7070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"351","26.924396834","27.113.212.98","45.33.32.156","TCP","58","51854  >  7070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"352","26.924420628","123.34.139.79","45.33.32.156","TCP","58","51854  >  7070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"353","26.924596604","86.254.71.220","45.33.32.156","TCP","58","51854  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"354","26.924628790","10.0.2.4","45.33.32.156","TCP","58","51854  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"355","26.924652406","27.113.212.98","45.33.32.156","TCP","58","51854  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"356","26.924796069","123.34.139.79","45.33.32.156","TCP","58","51854  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"357","26.924860974","86.254.71.220","45.33.32.156","TCP","58","51854  >  8443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"358","26.925001787","10.0.2.4","45.33.32.156","TCP","58","51854  >  8443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"359","26.925029928","27.113.212.98","45.33.32.156","TCP","58","51854  >  8443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"360","26.925053469","123.34.139.79","45.33.32.156","TCP","58","51854  >  8443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"361","26.925197792","86.254.71.220","45.33.32.156","TCP","58","51854  >  8008 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"362","26.925257246","10.0.2.4","45.33.32.156","TCP","58","51854  >  8008 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"363","26.925438156","27.113.212.98","45.33.32.156","TCP","58","51854  >  8008 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"364","26.925467401","123.34.139.79","45.33.32.156","TCP","58","51854  >  8008 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"365","26.925494349","86.254.71.220","45.33.32.156","TCP","58","51854  >  8000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"366","26.925520372","10.0.2.4","45.33.32.156","TCP","58","51854  >  8000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"367","26.925677072","27.113.212.98","45.33.32.156","TCP","58","51854  >  8000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"368","26.925705201","123.34.139.79","45.33.32.156","TCP","58","51854  >  8000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"369","26.925731086","86.254.71.220","45.33.32.156","TCP","58","51854  >  3389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"370","26.925875652","10.0.2.4","45.33.32.156","TCP","58","51854  >  3389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"371","26.925934966","27.113.212.98","45.33.32.156","TCP","58","51854  >  3389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"372","26.926077549","123.34.139.79","45.33.32.156","TCP","58","51854  >  3389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"373","26.926109393","86.254.71.220","45.33.32.156","TCP","58","51854  >  23 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"374","26.926133498","10.0.2.4","45.33.32.156","TCP","58","51854  >  23 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"375","26.926158701","27.113.212.98","45.33.32.156","TCP","58","51854  >  23 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"376","26.926348008","123.34.139.79","45.33.32.156","TCP","58","51854  >  23 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"377","26.926380396","86.254.71.220","45.33.32.156","TCP","58","51854  >  199 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"378","26.926404331","10.0.2.4","45.33.32.156","TCP","58","51854  >  199 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"379","26.926578506","27.113.212.98","45.33.32.156","TCP","58","51854  >  199 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"380","26.926647061","123.34.139.79","45.33.32.156","TCP","58","51854  >  199 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"381","26.926793459","86.254.71.220","45.33.32.156","TCP","58","51854  >  143 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"382","26.926822328","10.0.2.4","45.33.32.156","TCP","58","51854  >  143 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"383","26.926845713","27.113.212.98","45.33.32.156","TCP","58","51854  >  143 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"384","26.926871160","123.34.139.79","45.33.32.156","TCP","58","51854  >  143 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"385","26.927053096","86.254.71.220","45.33.32.156","TCP","58","51854  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"386","26.927196591","10.0.2.4","45.33.32.156","TCP","58","51854  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"387","26.927224675","27.113.212.98","45.33.32.156","TCP","58","51854  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"388","26.927247950","123.34.139.79","45.33.32.156","TCP","58","51854  >  21 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"389","26.927281080","86.254.71.220","45.33.32.156","TCP","58","51854  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"390","26.927457283","10.0.2.4","45.33.32.156","TCP","58","51854  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"391","26.927687263","27.113.212.98","45.33.32.156","TCP","58","51854  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"392","26.927716808","123.34.139.79","45.33.32.156","TCP","58","51854  >  3306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"393","26.927743581","86.254.71.220","45.33.32.156","TCP","58","51854  >  53 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"394","26.927885281","10.0.2.4","45.33.32.156","TCP","58","51854  >  53 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
